CMDLINE /usr/bin/python3.5 SingleTest.py 1 4
MEM 4.828125 1498283151.5900
MEM 16.234375 1498283151.6906
MEM 22.636719 1498283151.7911
MEM 29.746094 1498283151.8916
MEM 31.035156 1498283151.9921
MEM 32.250000 1498283152.0925
MEM 35.894531 1498283152.1930
MEM 37.472656 1498283152.2934
MEM 39.074219 1498283152.3939
MEM 40.511719 1498283152.4943
MEM 48.253906 1498283152.5948
MEM 61.320312 1498283152.6953
MEM 64.312500 1498283152.7957
MEM 68.285156 1498283152.8962
MEM 68.285156 1498283152.9967
MEM 68.542969 1498283153.0972
MEM 68.542969 1498283153.1977
MEM 68.542969 1498283153.2982
MEM 68.117188 1498283153.3986
MEM 67.875000 1498283153.4992
