CMDLINE /usr/bin/python3.5 SingleTest.py 8 7
MEM 3.781250 1498446969.1256
MEM 17.636719 1498446969.2260
MEM 27.464844 1498446969.3263
MEM 30.707031 1498446969.4266
MEM 33.679688 1498446969.5269
MEM 36.605469 1498446969.6273
MEM 38.980469 1498446969.7276
MEM 43.898438 1498446969.8279
MEM 63.050781 1498446969.9283
MEM 65.515625 1498446970.0286
MEM 226.906250 1498446970.1290
MEM 406.906250 1498446970.2293
MEM 588.906250 1498446970.3298
MEM 715.652344 1498446970.4301
MEM 783.652344 1498446970.5305
MEM 853.675781 1498446970.6309
MEM 923.675781 1498446970.7313
MEM 993.675781 1498446970.8316
MEM 1061.675781 1498446970.9320
MEM 1131.675781 1498446971.0324
MEM 1199.675781 1498446971.1329
MEM 1265.675781 1498446971.2332
MEM 1546.386719 1498446971.3338
MEM 1313.867188 1498446971.4344
MEM 1349.867188 1498446971.5349
MEM 1680.031250 1498446971.6353
MEM 2147.097656 1498446971.7358
MEM 2555.742188 1498446971.8363
MEM 2947.808594 1498446971.9367
MEM 3118.359375 1498446972.0371
MEM 3406.519531 1498446972.1376
MEM 3775.230469 1498446972.2380
MEM 3937.230469 1498446972.3384
MEM 4103.230469 1498446972.4388
MEM 4263.230469 1498446972.5392
MEM 4403.882812 1498446972.6396
MEM 4521.035156 1498446972.7401
MEM 4851.128906 1498446972.8406
MEM 5231.839844 1498446972.9413
MEM 5641.839844 1498446973.0418
MEM 5497.484375 1498446973.1422
MEM 5998.550781 1498446973.2427
MEM 5841.839844 1498446973.3432
MEM 6315.839844 1498446973.4436
MEM 5770.437500 1498446973.5442
MEM 3180.429688 1498446973.6448
MEM 3176.433594 1498446973.7453
MEM 3684.531250 1498446973.8457
MEM 4175.242188 1498446973.9462
MEM 4567.953125 1498446974.0468
MEM 4949.371094 1498446974.1473
MEM 4964.660156 1498446974.2482
MEM 5436.664062 1498446974.3488
MEM 5679.371094 1498446974.4492
MEM 5847.371094 1498446974.5496
MEM 6005.371094 1498446974.6502
MEM 6161.371094 1498446974.7507
MEM 6280.613281 1498446974.8511
MEM 6503.265625 1498446974.9516
MEM 6849.265625 1498446975.0520
MEM 7311.972656 1498446975.1525
MEM 7183.617188 1498446975.2529
MEM 7690.679688 1498446975.3534
MEM 7567.968750 1498446975.4539
MEM 8061.968750 1498446975.5543
MEM 7598.527344 1498446975.6550
MEM 66.656250 1498446975.7554
